Accession,BioSample,Organism_Name,Species,Genus,Family,Genotype,Isolate,Length,Nuc_Completeness,Geo_Location,Country,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release_Date,Molecule_type
PV972766,,Mamastrovirus 13,Mamastrovirus ovis,Mamastrovirus,Astroviridae,,Ferri_05_N_ORF2_GOAT_MILK_BG4,460,partial,Italy,Italy,Capra hircus,,"Ferri,G.",2025-04-24,2025-07-30,ssRNA(+)
PV972767,,Mamastrovirus 13,Mamastrovirus ovis,Mamastrovirus,Astroviridae,,Ferri_07_N_ORF2_ASTV_GOAT_MILK_PR1,360,partial,Italy,Italy,Capra hircus,,"Ferri,G.",2025-05-21,2025-07-30,ssRNA(+)
PV972768,,Mamastrovirus 13,Mamastrovirus ovis,Mamastrovirus,Astroviridae,,Ferri_07B_N_ASTV_GOAT_MILK_PR2,256,partial,Italy,Italy,Capra hircus,,"Ferri,G.",2025-05-21,2025-07-30,ssRNA(+)
PV972769,,Mamastrovirus 13,Mamastrovirus ovis,Mamastrovirus,Astroviridae,,Ferri_08_N_ORF2_ASTV_GOAT_MILK_PR3,397,partial,Italy,Italy,Capra hircus,,"Ferri,G.",2025-05-21,2025-07-30,ssRNA(+)
PV983331,,Bat astrovirus,Bat astrovirus,,Astroviridae,,2259,951,partial,USA: New Mexico,USA,Myotis ciliolabrum,feces,"Weary,T.E., Goldberg,T.L., Orr,T.J., Hanley,K.A.",2021-07-14,2025-07-29,ssRNA(+)
PV793826,SAMN47851922,Astroviridae sp.,Astroviridae sp.,,Astroviridae,,AstroviridaeCranefe67,7211,partial,China,China,Leucogeranus leucogeranus,,"Gao,J., Ni,B.",2024-01,2025-07-16,ssRNA(+)
PV793827,SAMN47851936,Astroviridae sp.,Astroviridae sp.,,Astroviridae,,AstroviridaeCranefe81,7275,partial,China,China,Leucogeranus leucogeranus,,"Gao,J., Ni,B.",2024-01,2025-07-16,ssRNA(+)
PV793828,SAMN47851942,Avastrovirus sp.,Avastrovirus sp.,Avastrovirus,Astroviridae,,AstroviridaeGoosefe87,7416,partial,China,China,Anser sp.,,"Gao,J., Ni,B.",2024-01,2025-07-16,ssRNA(+)
PV793829,SAMN47851949,Avastrovirus sp.,Avastrovirus sp.,Avastrovirus,Astroviridae,,AstroviridaeGoosefe94,7104,partial,China,China,Anser sp.,,"Gao,J., Ni,B.",2024-01,2025-07-16,ssRNA(+)
PV793830,SAMN47851945,Astroviridae sp.,Astroviridae sp.,,Astroviridae,,AstroviridaeGoosefe90,3262,partial,China,China,Anser sp.,,"Gao,J., Ni,B.",2024-01,2025-07-16,ssRNA(+)
PV793831,SAMN47851948,Astroviridae sp.,Astroviridae sp.,,Astroviridae,,AstroviridaeGoosefe93,4135,partial,China,China,Anser sp.,,"Gao,J., Ni,B.",2024-01,2025-07-16,ssRNA(+)
PV793832,SAMN47851950,Astroviridae sp.,Astroviridae sp.,,Astroviridae,,AstroviridaeGoosefe95V1,3432,partial,China,China,Anser sp.,,"Gao,J., Ni,B.",2024-01,2025-07-16,ssRNA(+)
PV793833,SAMN47851950,Astroviridae sp.,Astroviridae sp.,,Astroviridae,,AstroviridaeGoosefe95V2,3061,partial,China,China,Anser sp.,,"Gao,J., Ni,B.",2024-01,2025-07-16,ssRNA(+)
PV880238,,Caprine astrovirus,Caprine astrovirus,,Astroviridae,,G1.1,3835,partial,Switzerland,Switzerland,Capra hircus,feces,"Kauer,R.V., Koch,M.C., Hierweger,M.M., Werder,S., Boujon,C.L., Seuberlich,T.",2017,2025-07-13,ssRNA(+)
PV880239,,Caprine astrovirus,Caprine astrovirus,,Astroviridae,,G1.2,2403,partial,Switzerland,Switzerland,Capra hircus,feces,"Kauer,R.V., Koch,M.C., Hierweger,M.M., Werder,S., Boujon,C.L., Seuberlich,T.",2017,2025-07-13,ssRNA(+)
PV880240,,Caprine astrovirus,Caprine astrovirus,,Astroviridae,,G1.3,2099,partial,Switzerland,Switzerland,Capra hircus,feces,"Kauer,R.V., Koch,M.C., Hierweger,M.M., Werder,S., Boujon,C.L., Seuberlich,T.",2017,2025-07-13,ssRNA(+)
PV880241,,Caprine astrovirus,Caprine astrovirus,,Astroviridae,,G1.6,592,partial,Switzerland,Switzerland,Capra hircus,feces,"Kauer,R.V., Koch,M.C., Hierweger,M.M., Werder,S., Boujon,C.L., Seuberlich,T.",2017,2025-07-13,ssRNA(+)
PV880242,,Caprine astrovirus,Caprine astrovirus,,Astroviridae,,G3.2,1167,partial,Switzerland,Switzerland,Capra hircus,feces,"Kauer,R.V., Koch,M.C., Hierweger,M.M., Werder,S., Boujon,C.L., Seuberlich,T.",2017,2025-07-13,ssRNA(+)
PV880243,,Caprine astrovirus,Caprine astrovirus,,Astroviridae,,G8.1,4187,partial,Switzerland,Switzerland,Capra hircus,feces,"Kauer,R.V., Koch,M.C., Hierweger,M.M., Werder,S., Boujon,C.L., Seuberlich,T.",2017,2025-07-13,ssRNA(+)
PV880244,,Caprine astrovirus,Caprine astrovirus,,Astroviridae,,G8.2,3790,partial,Switzerland,Switzerland,Capra hircus,feces,"Kauer,R.V., Koch,M.C., Hierweger,M.M., Werder,S., Boujon,C.L., Seuberlich,T.",2017,2025-07-13,ssRNA(+)
PV880245,,Caprine astrovirus,Caprine astrovirus,,Astroviridae,,G8.4,520,partial,Switzerland,Switzerland,Capra hircus,feces,"Kauer,R.V., Koch,M.C., Hierweger,M.M., Werder,S., Boujon,C.L., Seuberlich,T.",2017,2025-07-13,ssRNA(+)
PV880246,,Caprine astrovirus,Caprine astrovirus,,Astroviridae,,G8.5,521,partial,Switzerland,Switzerland,Capra hircus,feces,"Kauer,R.V., Koch,M.C., Hierweger,M.M., Werder,S., Boujon,C.L., Seuberlich,T.",2017,2025-07-13,ssRNA(+)
PQ421841,SAMN43853142,Astrovirus sp.,Astrovirus sp.,,Astroviridae,,QJ1-CWDS,3641,partial,China: Yunnan Province,China,Crocidura dracula,,"Yang,J.-H., Luo,C.-F., Xiang,R., Min,J.-M., Shao,Z.-T., Chen,L., Chen,W.-J., Du,C.-H., Jiang,J.-F.",2017-10-14,2025-07-12,ssRNA(+)
PQ421842,SAMN43853129,Astrovirus sp.,Astrovirus sp.,,Astroviridae,,SJ-HSQ,6065,partial,China: Yunnan Province,China,Crocidura attenuata,,"Yang,J.-H., Luo,C.-F., Xiang,R., Min,J.-M., Shao,Z.-T., Chen,L., Chen,W.-J., Du,C.-H., Jiang,J.-F.",2019-05-11,2025-07-12,ssRNA(+)
PQ421843,SAMN43853126,Astrovirus sp.,Astrovirus sp.,,Astroviridae,,SF-HSQ,6079,partial,China: Yunnan Province,China,Crocidura attenuata,,"Yang,J.-H., Luo,C.-F., Xiang,R., Min,J.-M., Shao,Z.-T., Chen,L., Chen,W.-J., Du,C.-H., Jiang,J.-F.",2019-05-23,2025-07-12,ssRNA(+)
PQ421844,SAMN43853170,Astrovirus sp.,Astrovirus sp.,,Astroviridae,,FG-HSQ,6188,partial,China: Yunnan Province,China,Crocidura attenuata,,"Yang,J.-H., Luo,C.-F., Xiang,R., Min,J.-M., Shao,Z.-T., Chen,L., Chen,W.-J., Du,C.-H., Jiang,J.-F.",2015-10-22,2025-07-12,ssRNA(+)
PQ421845,SAMN43853171,Astrovirus sp.,Astrovirus sp.,,Astroviridae,,FG-DCQY,6085,partial,China: Yunnan Province,China,Uropsilus gracilis,,"Yang,J.-H., Luo,C.-F., Xiang,R., Min,J.-M., Shao,Z.-T., Chen,L., Chen,W.-J., Du,C.-H., Jiang,J.-F.",2015-10-24,2025-07-12,ssRNA(+)
PQ421846,SAMN43853151,Astrovirus sp.,Astrovirus sp.,,Astroviridae,,LQ4-XSQ,6085,partial,China: Yunnan Province,China,Crocidura suaveolens,,"Yang,J.-H., Luo,C.-F., Xiang,R., Min,J.-M., Shao,Z.-T., Chen,L., Chen,W.-J., Du,C.-H., Jiang,J.-F.",2019-10-20,2025-07-12,ssRNA(+)
PQ421847,SAMN43853166,Astrovirus sp.,Astrovirus sp.,,Astroviridae,,LS-SCDW-2,6093,partial,China: Yunnan Province,China,Anourosorex squamipes,,"Yang,J.-H., Luo,C.-F., Xiang,R., Min,J.-M., Shao,Z.-T., Chen,L., Chen,W.-J., Du,C.-H., Jiang,J.-F.",2015-11-01,2025-07-12,ssRNA(+)
PQ421848,SAMN43853169,Astrovirus sp.,Astrovirus sp.,,Astroviridae,,LS-CWQ,5941,partial,China: Yunnan Province,China,Episoriculus caudatus,,"Yang,J.-H., Luo,C.-F., Xiang,R., Min,J.-M., Shao,Z.-T., Chen,L., Chen,W.-J., Du,C.-H., Jiang,J.-F.",2015-11-02,2025-07-12,ssRNA(+)
PQ421849,SAMN43853180,Astrovirus sp.,Astrovirus sp.,,Astroviridae,,YL-SCDW,6319,partial,China: Yunnan Province,China,Anourosorex squamipes,,"Yang,J.-H., Luo,C.-F., Xiang,R., Min,J.-M., Shao,Z.-T., Chen,L., Chen,W.-J., Du,C.-H., Jiang,J.-F.",2015-11-17,2025-07-12,ssRNA(+)
PQ421850,SAMN43853142,Astrovirus sp.,Astrovirus sp.,,Astroviridae,,QJ1-CWDS,6768,partial,China: Yunnan Province,China,Crocidura dracula,,"Yang,J.-H., Luo,C.-F., Xiang,R., Min,J.-M., Shao,Z.-T., Chen,L., Chen,W.-J., Du,C.-H., Jiang,J.-F.",2017-10-14,2025-07-12,ssRNA(+)
PQ421851,SAMN43853153,Astrovirus sp.,Astrovirus sp.,,Astroviridae,,ML2-CQJ-1,1189,partial,China: Yunnan Province,China,Suncus murinus,,"Yang,J.-H., Luo,C.-F., Xiang,R., Min,J.-M., Shao,Z.-T., Chen,L., Chen,W.-J., Du,C.-H., Jiang,J.-F.",2020-11-20,2025-07-12,ssRNA(+)
PQ421852,SAMN43853152,Astrovirus sp.,Astrovirus sp.,,Astroviridae,,ML1-CQJ,5032,partial,China: Yunnan Province,China,Suncus murinus,,"Yang,J.-H., Luo,C.-F., Xiang,R., Min,J.-M., Shao,Z.-T., Chen,L., Chen,W.-J., Du,C.-H., Jiang,J.-F.",2020-11-18,2025-07-12,ssRNA(+)
PQ421853,SAMN43853153,Astrovirus sp.,Astrovirus sp.,,Astroviridae,,ML2-CQJ-1,6100,partial,China: Yunnan Province,China,Suncus murinus,,"Yang,J.-H., Luo,C.-F., Xiang,R., Min,J.-M., Shao,Z.-T., Chen,L., Chen,W.-J., Du,C.-H., Jiang,J.-F.",2020-11-20,2025-07-12,ssRNA(+)
PQ421854,SAMN43853154,Astrovirus sp.,Astrovirus sp.,,Astroviridae,,ML2-CQJ-2,6075,partial,China: Yunnan Province,China,Suncus murinus,,"Yang,J.-H., Luo,C.-F., Xiang,R., Min,J.-M., Shao,Z.-T., Chen,L., Chen,W.-J., Du,C.-H., Jiang,J.-F.",2020-11-21,2025-07-12,ssRNA(+)
PP942994,,Avian nephritis virus,Avian nephritis virus,Avastrovirus,Astroviridae,,,485,partial,Viet Nam,Viet Nam,Gallus gallus,"kidney, abdominal cavity","Khanh,N.P., Hang,N.T.T., PhinL,L.V., Thanh,P.Q.Y.",2023,2025-07-08,ssRNA(+)
PP942995,,Avian nephritis virus,Avian nephritis virus,Avastrovirus,Astroviridae,,,485,partial,Viet Nam,Viet Nam,Gallus gallus,"kidney, abdominal cavity","Khanh,N.P., Hang,N.T.T., PhinL,L.V., Thanh,P.Q.Y.",2023,2025-07-08,ssRNA(+)
PV853945,,Caprine astrovirus,Caprine astrovirus,,Astroviridae,,Indiana/2024,6200,complete,USA,USA,Capra hircus,"feces, abdominal cavity","Burcham,G.N., Seuberlich,T., Li,G., Dawson,K.L.D.",2024,2025-07-06,ssRNA(+)
PV847578,,Mamastrovirus 2,Mamastrovirus felis,Mamastrovirus,Astroviridae,,22SDWH1003-16,2331,partial,China,China,Felis catus,,"Bi,Z., Wang,W.",2022-10-03,2025-07-05,ssRNA(+)
PV838093,,Human astrovirus 2,Mamastrovirus hominis,Mamastrovirus,Astroviridae,HAstV2,CMH-ST098-24/THA,311,partial,Thailand,Thailand,Homo sapiens,feces,"Kumthip,K., Khamrin,P., Maneekarn,N.",2024-09-02,2025-07-02,ssRNA(+)
PV838094,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,HAstV1,CMH-SS086-22/THA,311,partial,Thailand,Thailand,Homo sapiens,feces,"Kumthip,K., Khamrin,P., Maneekarn,N.",2022-12-19,2025-07-02,ssRNA(+)
PV838095,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,HAstV1,CMH-ST052-22/THA,311,partial,Thailand,Thailand,Homo sapiens,feces,"Kumthip,K., Khamrin,P., Maneekarn,N.",2022-12-26,2025-07-02,ssRNA(+)
PV838096,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,HAstV1,CMH-R008-23/THA,311,partial,Thailand,Thailand,Homo sapiens,feces,"Kumthip,K., Khamrin,P., Maneekarn,N.",2023-12-28,2025-07-02,ssRNA(+)
PV838097,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,HAstV1,CMH-S025-23/THA,311,partial,Thailand,Thailand,Homo sapiens,feces,"Kumthip,K., Khamrin,P., Maneekarn,N.",2023-02-16,2025-07-02,ssRNA(+)
PV838098,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,HAstV1,CMH-S031-23/THA,311,partial,Thailand,Thailand,Homo sapiens,feces,"Kumthip,K., Khamrin,P., Maneekarn,N.",2023-02-16,2025-07-02,ssRNA(+)
PV838099,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,HAstV1,CMH-S070-23/THA,311,partial,Thailand,Thailand,Homo sapiens,feces,"Kumthip,K., Khamrin,P., Maneekarn,N.",2023-05-31,2025-07-02,ssRNA(+)
PV838100,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,HAstV1,CMH-SS27-23/THA,311,partial,Thailand,Thailand,Homo sapiens,feces,"Kumthip,K., Khamrin,P., Maneekarn,N.",2023-02-21,2025-07-02,ssRNA(+)
PV838101,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,HAstV1,CMH-ST011-23/THA,311,partial,Thailand,Thailand,Homo sapiens,feces,"Kumthip,K., Khamrin,P., Maneekarn,N.",2023-02-03,2025-07-02,ssRNA(+)
PV838102,,Human astrovirus 4,Mamastrovirus hominis,Mamastrovirus,Astroviridae,HAstV4,CMH-S117-24/THA,311,partial,Thailand,Thailand,Homo sapiens,feces,"Kumthip,K., Khamrin,P., Maneekarn,N.",2024-06-19,2025-07-02,ssRNA(+)
PV838103,,Human astrovirus 4,Mamastrovirus hominis,Mamastrovirus,Astroviridae,HAstV4,CMH-S156-24/THA,311,partial,Thailand,Thailand,Homo sapiens,feces,"Kumthip,K., Khamrin,P., Maneekarn,N.",2024-08-21,2025-07-02,ssRNA(+)
PV838104,,Human astrovirus 4,Mamastrovirus hominis,Mamastrovirus,Astroviridae,HAstV4,CMH-SS042-24/THA,311,partial,Thailand,Thailand,Homo sapiens,feces,"Kumthip,K., Khamrin,P., Maneekarn,N.",2024-04-12,2025-07-02,ssRNA(+)
PV838105,,Human astrovirus 4,Mamastrovirus hominis,Mamastrovirus,Astroviridae,HAstV4,CMH-SS066-24/THA,311,partial,Thailand,Thailand,Homo sapiens,feces,"Kumthip,K., Khamrin,P., Maneekarn,N.",2024-06-04,2025-07-02,ssRNA(+)
PV838106,,Human astrovirus 4,Mamastrovirus hominis,Mamastrovirus,Astroviridae,HAstV4,CMH-SS068-24/THA,311,partial,Thailand,Thailand,Homo sapiens,feces,"Kumthip,K., Khamrin,P., Maneekarn,N.",2024-06-04,2025-07-02,ssRNA(+)
PV838107,,Human astrovirus 4,Mamastrovirus hominis,Mamastrovirus,Astroviridae,HAstV4,CMH-ST023-24/THA,311,partial,Thailand,Thailand,Homo sapiens,feces,"Kumthip,K., Khamrin,P., Maneekarn,N.",2024-03-03,2025-07-02,ssRNA(+)
PV838108,,Human astrovirus 4,Mamastrovirus hominis,Mamastrovirus,Astroviridae,HAstV4,CMH-ST071-24/THA,311,partial,Thailand,Thailand,Homo sapiens,feces,"Kumthip,K., Khamrin,P., Maneekarn,N.",2024-05-17,2025-07-02,ssRNA(+)
PV838109,,Human astrovirus 5,Mamastrovirus hominis,Mamastrovirus,Astroviridae,HAstV5,CMH-S066-22/THA,311,partial,Thailand,Thailand,Homo sapiens,feces,"Kumthip,K., Khamrin,P., Maneekarn,N.",2022-06-21,2025-07-02,ssRNA(+)
PV838110,,Human astrovirus 5,Mamastrovirus hominis,Mamastrovirus,Astroviridae,HAstV5,CMH-SS065-22/THA,311,partial,Thailand,Thailand,Homo sapiens,feces,"Kumthip,K., Khamrin,P., Maneekarn,N.",2022-11-04,2025-07-02,ssRNA(+)
PV838111,,Human astrovirus 5,Mamastrovirus hominis,Mamastrovirus,Astroviridae,HAstV5,CMH-SS007-23/THA,311,partial,Thailand,Thailand,Homo sapiens,feces,"Kumthip,K., Khamrin,P., Maneekarn,N.",2023-02-15,2025-07-02,ssRNA(+)
PV838112,,Astrovirus MLB1,Mamastrovirus melbournense,Mamastrovirus,Astroviridae,MLB1,CMH-R028-21/THA,308,partial,Thailand,Thailand,Homo sapiens,feces,"Kumthip,K., Khamrin,P., Maneekarn,N.",2021-11-25,2025-07-02,ssRNA(+)
PV838113,,Astrovirus MLB1,Mamastrovirus melbournense,Mamastrovirus,Astroviridae,MLB1,CMH-S092-21/THA,308,partial,Thailand,Thailand,Homo sapiens,feces,"Kumthip,K., Khamrin,P., Maneekarn,N.",2021-02-24,2025-07-02,ssRNA(+)
PV838114,,Astrovirus MLB1,Mamastrovirus melbournense,Mamastrovirus,Astroviridae,MLB1,CMH-R007-23/THA,308,partial,Thailand,Thailand,Homo sapiens,feces,"Kumthip,K., Khamrin,P., Maneekarn,N.",2023-12-28,2025-07-02,ssRNA(+)
PV838115,,Astrovirus MLB1,Mamastrovirus melbournense,Mamastrovirus,Astroviridae,MLB1,CMH-ST056-23/THA,308,partial,Thailand,Thailand,Homo sapiens,feces,"Kumthip,K., Khamrin,P., Maneekarn,N.",2023-06-29,2025-07-02,ssRNA(+)
PV838116,,Astrovirus MLB1,Mamastrovirus melbournense,Mamastrovirus,Astroviridae,MLB1,CMH-ST070-23/THA,308,partial,Thailand,Thailand,Homo sapiens,feces,"Kumthip,K., Khamrin,P., Maneekarn,N.",2023-08-03,2025-07-02,ssRNA(+)
PV838117,,Astrovirus MLB2,Astrovirus MLB2,,Astroviridae,MLB2,CMH-S108-22/THA,308,partial,Thailand,Thailand,Homo sapiens,feces,"Kumthip,K., Khamrin,P., Maneekarn,N.",2022-11-17,2025-07-02,ssRNA(+)
PV838118,,Astrovirus MLB2,Astrovirus MLB2,,Astroviridae,MLB2,CMH-R012-23/THA,308,partial,Thailand,Thailand,Homo sapiens,feces,"Kumthip,K., Khamrin,P., Maneekarn,N.",2023-12-28,2025-07-02,ssRNA(+)
PV838119,,Astrovirus MLB2,Astrovirus MLB2,,Astroviridae,MLB2,CMH-SS021-23/THA,308,partial,Thailand,Thailand,Homo sapiens,feces,"Kumthip,K., Khamrin,P., Maneekarn,N.",2023-02-15,2025-07-02,ssRNA(+)
PV838120,,Astrovirus MLB2,Astrovirus MLB2,,Astroviridae,MLB2,CMH-SS040-23/THA,308,partial,Thailand,Thailand,Homo sapiens,feces,"Kumthip,K., Khamrin,P., Maneekarn,N.",2023-05-27,2025-07-02,ssRNA(+)
PV838121,,Astrovirus MLB2,Astrovirus MLB2,,Astroviridae,MLB2,CMH-R032-24/THA,308,partial,Thailand,Thailand,Homo sapiens,feces,"Kumthip,K., Khamrin,P., Maneekarn,N.",2024-08-09,2025-07-02,ssRNA(+)
PV838122,,Astrovirus MLB2,Astrovirus MLB2,,Astroviridae,MLB2,CMH-S036-24/THA,308,partial,Thailand,Thailand,Homo sapiens,feces,"Kumthip,K., Khamrin,P., Maneekarn,N.",2024-02-14,2025-07-02,ssRNA(+)
PV838123,,Astrovirus MLB2,Astrovirus MLB2,,Astroviridae,MLB2,CMH-SS032-24/THA,308,partial,Thailand,Thailand,Homo sapiens,feces,"Kumthip,K., Khamrin,P., Maneekarn,N.",2024-03-13,2025-07-02,ssRNA(+)
PV838124,,Astrovirus MLB2,Astrovirus MLB2,,Astroviridae,MLB2,CMH-SS144-24/THA,308,partial,Thailand,Thailand,Homo sapiens,feces,"Kumthip,K., Khamrin,P., Maneekarn,N.",2024-11-25,2025-07-02,ssRNA(+)
PV838125,,Astrovirus VA2,HMO Astrovirus A,Mamastrovirus,Astroviridae,VA2,CMH-S039-21/THA,326,partial,Thailand,Thailand,Homo sapiens,feces,"Kumthip,K., Khamrin,P., Maneekarn,N.",2021-01-19,2025-07-02,ssRNA(+)
PV838126,,Astrovirus VA2,HMO Astrovirus A,Mamastrovirus,Astroviridae,VA2,CMH-SS011-23/THA,326,partial,Thailand,Thailand,Homo sapiens,feces,"Kumthip,K., Khamrin,P., Maneekarn,N.",2023-02-15,2025-07-02,ssRNA(+)
PV843273,,Human astrovirus,Human astrovirus,,Astroviridae,,S091-2023_1,6436,partial,Zambia,Zambia,,,"Chibesa,K., Simuyandi,M., Luchen,C., Silwamba,S., Mogotsi,M.T., Ogunbayo,A.E., Sondlane,H., Shange,N.D., Mwape,K., Mwape,I., Liswaniso,F., Chibuye,M., Sukwa,N., Bosomprah,S., Chisenga,C., Cason,E.D., Chilengi,R., Nyaga,M.",2019-10-25,2025-07-02,ssRNA(+)
PV791158,,Human astrovirus,Human astrovirus,,Astroviridae,,YBCDC1,6758,partial,China: Chongqing,China,Homo sapiens,,"Yan,J.",2024-04-18,2025-06-30,ssRNA(+)
PV780434,,Goose astrovirus,Goose astrovirus,Avastrovirus,Astroviridae,,JX02,7217,complete,China,China,Anser anser,,"Li,H.",2023-01-27,2025-06-29,ssRNA(+)
PV780435,,Goose astrovirus,Goose astrovirus,Avastrovirus,Astroviridae,,JX03,7177,complete,China,China,Anser anser,,"Li,H.",2023-01-27,2025-06-29,ssRNA(+)
PV780436,,Goose astrovirus,Goose astrovirus,Avastrovirus,Astroviridae,,JX04,7179,complete,China,China,Anser anser,,"Li,H.",2023-01-27,2025-06-29,ssRNA(+)
PV780437,,Goose astrovirus,Goose astrovirus,Avastrovirus,Astroviridae,,JX05,7186,complete,China,China,Anser anser,,"Li,H.",2025-04-28,2025-06-29,ssRNA(+)
PV780438,,Goose astrovirus 2,Goose astrovirus 2,Avastrovirus,Astroviridae,,JXFC1,2115,partial,China: Nanchang,China,Anatidae,,"Li,H.",2024-01-10,2025-06-29,ssRNA(+)
PV780439,,Goose astrovirus 2,Goose astrovirus 2,Avastrovirus,Astroviridae,,JXFC2,2115,partial,China: Nanchang,China,Anatidae,,"Li,H.",2024-01-10,2025-06-29,ssRNA(+)
PV780440,,Goose astrovirus 2,Goose astrovirus 2,Avastrovirus,Astroviridae,,JXFC3,2115,partial,China: Nanchang,China,Anatidae,,"Li,H.",2024-01-10,2025-06-29,ssRNA(+)
PV780441,,Goose astrovirus 2,Goose astrovirus 2,Avastrovirus,Astroviridae,,JXFC4,2115,partial,China: Nanchang,China,Anatidae,,"Li,H.",2024-01-10,2025-06-29,ssRNA(+)
PV780442,,Goose astrovirus 2,Goose astrovirus 2,Avastrovirus,Astroviridae,,JXXG1,2115,partial,China: Nanchang,China,Anatidae,,"Li,H.",2024-01-10,2025-06-29,ssRNA(+)
PV780443,,Goose astrovirus 2,Goose astrovirus 2,Avastrovirus,Astroviridae,,JXFC5,2115,partial,China: Nanchang,China,Anatidae,,"Li,H.",2024-01-10,2025-06-29,ssRNA(+)
PV780444,,Goose astrovirus 2,Goose astrovirus 2,Avastrovirus,Astroviridae,,JXFC6,2115,partial,China: Nanchang,China,Anatidae,,"Li,H.",2024-01-10,2025-06-29,ssRNA(+)
PP871719,SAMN41132366,Mamastrovirus sp.,Mamastrovirus sp.,Mamastrovirus,Astroviridae,,astro_vt_1,5754,partial,Viet Nam,Viet Nam,Sus scrofa domesticus,feces,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P., Firth,C.",2014-08-15,2025-06-14,ssRNA(+)
PP871720,SAMN41132377,Mamastrovirus sp.,Mamastrovirus sp.,Mamastrovirus,Astroviridae,,astro_vt_2,6424,partial,Viet Nam,Viet Nam,Sus scrofa domesticus,feces,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P., Firth,C.",2016-10-11,2025-06-14,ssRNA(+)
PP871721,SAMN41132385,Mamastrovirus sp.,Mamastrovirus sp.,Mamastrovirus,Astroviridae,,astro_vt_3,6497,partial,Viet Nam,Viet Nam,Sus scrofa domesticus,feces,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P., Firth,C.",2016-07-14,2025-06-14,ssRNA(+)
PP871722,SAMN41132389,Mamastrovirus sp.,Mamastrovirus sp.,Mamastrovirus,Astroviridae,,astro_vt_4,1046,partial,Viet Nam,Viet Nam,Sus scrofa domesticus,feces,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P., Firth,C.",2016-04-02,2025-06-14,ssRNA(+)
PP871723,SAMN41132389,Mamastrovirus sp.,Mamastrovirus sp.,Mamastrovirus,Astroviridae,,astro_vt_5,2305,partial,Viet Nam,Viet Nam,Sus scrofa domesticus,feces,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P., Firth,C.",2016-04-02,2025-06-14,ssRNA(+)
PP871724,SAMN41132396,Mamastrovirus sp.,Mamastrovirus sp.,Mamastrovirus,Astroviridae,,astro_vt_6,2111,partial,Viet Nam,Viet Nam,Sus scrofa,feces,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P., Firth,C.",2014-06-03,2025-06-14,ssRNA(+)
PP871725,SAMN41132358,Mamastrovirus sp.,Mamastrovirus sp.,Mamastrovirus,Astroviridae,,astro_vt_7,5721,partial,Viet Nam,Viet Nam,Sus scrofa domesticus,feces,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P., Firth,C.",2016-12-12,2025-06-14,ssRNA(+)
PP871726,SAMN41132358,Mamastrovirus sp.,Mamastrovirus sp.,Mamastrovirus,Astroviridae,,astro_vt_8,6328,partial,Viet Nam,Viet Nam,Sus scrofa domesticus,feces,"Armero,A., Nguyen,C.V., Kha,N.M., Nguyen,C.N.M., Le,C.T.T., Nguyen,V.T.B., Bui,C.M., Pham,A.H., Voong,P.V., Tran,D.T.N., Thwaites,G.E., Pham,D.T., Daszak,P., Firth,C.",2016-12-12,2025-06-14,ssRNA(+)
